# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
follow:[452, 280, 184, 640, 552, 200, 352, 356, 312, 0]
milwaukee:[8, 0, 0, 0, 8, 0, 24, 0, 72, 0]
contrasting:[0, 0, 0, 28, 96, 4, 0, 0, 0, 4]
treats:[0, 8, 168, 28, 56, 444, 4, 20, 0, 20]
washing:[16, 464, 56, 12, 8, 92, 120, 616, 548, 0]
york:[60, 0, 72, 308, 392, 32, 16, 44, 40, 44]
challenge:[1244, 108, 64, 68, 160, 84, 68, 0, 40, 44]
locations:[180, 24, 20, 0, 24, 12, 48, 0, 40, 108]
intend:[48, 40, 24, 0, 40, 40, 64, 40, 48, 68]
wild:[148, 40, 168, 232, 400, 84, 48, 0, 20, 20]
snap:[52, 816, 0, 32, 36, 216, 280, 32, 212, 76]
german:[20, 16, 136, 44, 752, 436, 116, 20, 0, 20]
functions:[100, 60, 0, 0, 40, 40, 88, 20, 76, 1264]
your:[1188, 691, 1113, 0, 652, 972, 864, 1786, 1415, 708]
playard:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
remote:[120, 76, 8, 28, 96, 32, 24, 0, 424, 104]
rides:[64, 60, 20, 64, 24, 40, 32, 0, 104, 0]
rider:[32, 0, 0, 28, 56, 0, 16, 0, 60, 4]
youth:[40, 0, 28, 288, 192, 12, 28, 60, 8, 12]
twins:[4, 596, 24, 24, 12, 8, 0, 4, 0, 12]
wasted:[148, 104, 84, 120, 124, 164, 164, 0, 136, 104]
compartment:[0, 152, 8, 0, 8, 308, 60, 20, 180, 68]
sister:[368, 588, 140, 388, 264, 228, 0, 224, 60, 112]
pores:[0, 0, 0, 0, 0, 0, 4, 548, 8, 0]
audience:[52, 12, 0, 448, 840, 0, 16, 12, 0, 0]
thus:[260, 228, 0, 224, 396, 180, 232, 116, 148, 148]
frames:[52, 0, 0, 8, 8, 8, 8, 0, 28, 24]
devices:[80, 40, 16, 20, 52, 32, 64, 0, 288, 68]
optional:[120, 24, 4, 8, 16, 28, 76, 0, 36, 16]
analysis:[44, 0, 8, 52, 68, 12, 0, 4, 0, 56]
lint:[0, 12, 0, 0, 0, 8, 8, 0, 128, 0]
baked:[12, 8, 196, 32, 12, 0, 20, 0, 8, 0]
bubbles:[36, 68, 48, 0, 20, 392, 12, 20, 16, 32]
wind:[260, 84, 72, 264, 420, 76, 436, 48, 188, 0]
humble:[56, 4, 32, 152, 180, 12, 28, 8, 0, 4]
arrives:[40, 40, 36, 0, 36, 40, 32, 12, 24, 16]
symphonies:[0, 0, 0, 12, 824, 0, 0, 0, 0, 0]
flight:[260, 28, 0, 84, 96, 20, 12, 0, 16, 72]
chapter:[44, 20, 0, 32, 36, 20, 0, 0, 0, 8]
airy:[0, 0, 4, 104, 32, 4, 8, 20, 0, 0]
independent:[24, 16, 12, 60, 100, 4, 12, 16, 0, 32]
anybody:[308, 60, 60, 328, 204, 36, 0, 60, 48, 48]
achieve:[104, 0, 72, 112, 216, 28, 40, 36, 16, 0]
ahead:[508, 120, 96, 664, 352, 136, 164, 104, 0, 172]
yellow:[264, 168, 296, 84, 0, 196, 192, 88, 288, 112]
arrived:[740, 356, 1948, 0, 376, 684, 952, 612, 808, 1404]
bugs:[196, 284, 44, 16, 24, 88, 744, 0, 48, 44]
lights:[164, 660, 0, 136, 112, 24, 116, 20, 704, 32]
resolved:[28, 16, 20, 16, 20, 52, 28, 20, 0, 20]
sets:[240, 248, 72, 332, 568, 0, 100, 52, 160, 188]
bumps:[20, 44, 0, 40, 32, 136, 52, 308, 36, 8]
sharper:[28, 0, 12, 20, 28, 8, 100, 8, 0, 12]
printing:[12, 0, 0, 8, 20, 8, 8, 0, 24, 708]
wipe:[44, 500, 16, 0, 20, 84, 32, 112, 392, 84]
americans:[16, 0, 24, 80, 124, 0, 12, 0, 16, 12]
lips:[8, 20, 144, 60, 80, 8, 0, 232, 0, 0]
blue:[608, 420, 560, 1600, 616, 284, 0, 308, 180, 360]
days:[783, 984, 764, 744, 0, 2083, 840, 1264, 836, 1086]
combined:[104, 0, 84, 312, 224, 64, 56, 48, 64, 40]
snes:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
returned:[0, 500, 132, 132, 132, 504, 448, 212, 376, 364]
faces:[140, 88, 40, 116, 100, 52, 16, 44, 28, 0]
god:[408, 160, 92, 1704, 676, 88, 112, 116, 0, 172]
buff:[16, 8, 12, 8, 52, 0, 8, 88, 92, 8]
brokeback:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
standard:[624, 640, 232, 600, 688, 384, 264, 0, 376, 488]
harmony:[12, 24, 0, 416, 264, 4, 8, 12, 0, 0]
chili:[0, 0, 636, 12, 0, 0, 0, 8, 0, 0]
reader:[48, 16, 0, 32, 108, 16, 4, 0, 64, 36]
miami:[4, 0, 12, 48, 64, 0, 0, 12, 0, 0]
wish:[876, 1558, 964, 882, 922, 1170, 880, 854, 0, 1158]
pad:[400, 1204, 20, 0, 24, 96, 24, 148, 156, 444]
pac:[156, 16, 8, 356, 4, 0, 4, 0, 0, 0]
toddler:[0, 1320, 68, 0, 40, 32, 16, 20, 20, 36]
amounts:[76, 60, 172, 0, 28, 84, 44, 100, 44, 36]
pan:[0, 36, 256, 48, 52, 432, 60, 0, 160, 0]
skipping:[44, 16, 0, 144, 56, 24, 8, 12, 0, 20]
vendors:[16, 12, 36, 0, 20, 40, 0, 28, 20, 52]
chime:[0, 20, 0, 108, 20, 152, 0, 0, 0, 0]
area:[604, 952, 408, 328, 0, 660, 1432, 712, 576, 368]
singers:[8, 0, 0, 608, 892, 0, 0, 12, 0, 0]
murder:[20, 8, 8, 156, 84, 0, 0, 4, 0, 8]
visibility:[4, 12, 4, 4, 0, 0, 4, 0, 136, 4]
european:[40, 0, 80, 72, 260, 8, 32, 28, 16, 28]
dishwasher:[4, 188, 24, 0, 4, 28, 76, 0, 24, 4]
pay:[584, 368, 460, 0, 480, 520, 624, 400, 684, 640]
clearer:[40, 20, 0, 60, 52, 28, 20, 128, 16, 24]
moisture:[0, 44, 40, 0, 16, 44, 40, 548, 96, 20]
list:[504, 204, 360, 760, 516, 0, 136, 160, 120, 508]
brilliantly:[52, 8, 0, 180, 240, 4, 4, 8, 8, 12]
lack:[616, 92, 156, 460, 636, 124, 136, 0, 112, 164]
neglected:[24, 0, 16, 44, 176, 24, 48, 8, 8, 8]
toast:[16, 8, 192, 24, 8, 4, 8, 0, 0, 4]
wire:[72, 68, 52, 0, 28, 136, 332, 40, 668, 72]
external:[12, 0, 4, 4, 52, 0, 28, 8, 60, 20]
spending:[156, 192, 100, 76, 0, 200, 124, 80, 112, 164]
success:[260, 112, 88, 688, 396, 184, 124, 120, 0, 72]
aren:[1176, 532, 320, 672, 564, 324, 264, 0, 264, 300]
authority:[4, 0, 0, 36, 112, 8, 4, 0, 0, 4]
scenes:[684, 8, 0, 28, 824, 0, 16, 0, 0, 48]
cleared:[28, 8, 16, 8, 12, 60, 40, 356, 28, 0]
shocking:[68, 8, 16, 24, 92, 8, 0, 0, 0, 4]
child:[416, 3904, 284, 364, 608, 104, 0, 112, 104, 360]
allergies:[0, 0, 68, 0, 0, 192, 0, 244, 16, 0]
young:[772, 584, 104, 1292, 1476, 276, 148, 320, 0, 200]
styrofoam:[0, 8, 96, 0, 0, 4, 12, 8, 0, 4]
germany:[8, 0, 124, 100, 224, 8, 24, 36, 24, 12]
instrument:[20, 408, 0, 456, 1212, 0, 40, 12, 28, 152]
latches:[0, 96, 0, 0, 0, 0, 0, 0, 16, 16]
medium:[132, 108, 296, 104, 100, 440, 208, 148, 116, 0]
remove:[80, 820, 172, 0, 40, 616, 592, 492, 792, 220]
producing:[56, 48, 36, 228, 140, 24, 12, 32, 0, 52]
recycled:[20, 16, 0, 36, 28, 16, 20, 0, 24, 36]
ramps:[28, 0, 4, 0, 0, 140, 0, 0, 60, 0]
treasure:[196, 8, 20, 244, 340, 0, 4, 0, 0, 28]
ridge:[32, 16, 4, 56, 0, 8, 4, 0, 12, 0]
bruce:[16, 0, 0, 328, 156, 0, 4, 0, 12, 4]
sampled:[4, 0, 44, 112, 56, 0, 0, 24, 0, 0]
live:[596, 528, 668, 2544, 2664, 696, 936, 528, 496, 0]
washings:[0, 104, 0, 0, 0, 0, 0, 16, 24, 0]
perform:[188, 20, 0, 304, 368, 56, 192, 48, 120, 152]
sprinkling:[0, 12, 12, 0, 8, 24, 60, 0, 8, 0]
peak:[88, 0, 20, 428, 200, 8, 8, 4, 48, 8]
halfway:[68, 0, 0, 32, 40, 40, 44, 16, 28, 36]
portrait:[12, 0, 8, 56, 92, 0, 4, 4, 0, 16]
complains:[20, 40, 12, 0, 16, 8, 8, 16, 16, 8]
china:[36, 52, 116, 176, 40, 112, 364, 0, 164, 172]
complaint:[416, 684, 224, 0, 276, 284, 308, 200, 308, 332]
service:[304, 284, 568, 0, 256, 652, 848, 316, 788, 768]
coffee:[0, 28, 3664, 84, 60, 48, 36, 24, 56, 68]
gamers:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
pocket:[184, 44, 56, 76, 0, 88, 44, 32, 124, 1248]
named:[448, 32, 80, 220, 240, 40, 28, 28, 0, 20]
considered:[244, 0, 108, 492, 504, 120, 112, 60, 60, 92]
feeder:[0, 4, 4, 0, 0, 1140, 584, 0, 0, 8]
channel:[52, 12, 0, 120, 96, 4, 36, 0, 16, 36]
cutter:[20, 28, 0, 8, 20, 4, 176, 8, 8, 12]
invisible:[92, 24, 0, 8, 24, 0, 24, 16, 16, 16]
american:[136, 0, 272, 1116, 1372, 76, 500, 136, 112, 84]
delivered:[112, 0, 416, 220, 160, 192, 252, 168, 248, 276]
changing:[168, 1568, 0, 172, 164, 212, 148, 144, 176, 108]
entire:[868, 624, 384, 940, 980, 448, 568, 420, 0, 380]
wrist:[12, 12, 0, 0, 8, 84, 28, 48, 20, 128]
wiring:[20, 0, 12, 0, 8, 36, 20, 0, 444, 8]
ultra:[116, 44, 100, 296, 100, 104, 0, 124, 20, 0]
pee:[16, 276, 0, 16, 16, 208, 0, 0, 0, 0]
heroes:[196, 0, 0, 52, 68, 0, 16, 0, 0, 0]
pen:[28, 420, 0, 100, 32, 40, 0, 24, 0, 420]
williams:[28, 0, 16, 228, 884, 0, 4, 68, 0, 0]
bump:[52, 76, 16, 220, 0, 16, 276, 44, 128, 12]
avent:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
write:[272, 300, 140, 756, 544, 0, 160, 176, 148, 1772]
pet:[20, 68, 12, 1500, 52, 2464, 12, 0, 12, 36]
curling:[0, 16, 12, 0, 0, 0, 0, 856, 16, 12]
silicone:[108, 108, 8, 0, 0, 96, 44, 236, 28, 0]
oscar:[8, 0, 4, 144, 688, 8, 88, 0, 0, 0]
period:[440, 124, 0, 860, 1296, 228, 148, 168, 152, 128]
fiber:[0, 12, 108, 0, 20, 24, 12, 136, 40, 0]
infants:[0, 272, 20, 0, 8, 0, 0, 16, 0, 0]
musical:[160, 556, 0, 2508, 2608, 0, 24, 36, 12, 44]
aria:[0, 0, 0, 4, 204, 0, 0, 16, 0, 0]
understand:[832, 392, 236, 856, 1308, 240, 280, 236, 0, 452]
classroom:[4, 0, 4, 0, 84, 0, 0, 0, 0, 1516]
slowly:[140, 112, 116, 144, 316, 188, 148, 120, 112, 0]
heaven:[68, 28, 172, 748, 292, 44, 44, 32, 0, 32]
alright:[248, 28, 40, 152, 84, 0, 24, 28, 28, 56]
sonata:[0, 0, 8, 12, 656, 0, 12, 0, 0, 0]
unhappy:[40, 64, 0, 36, 68, 88, 40, 36, 36, 44]
winner:[88, 132, 56, 156, 240, 40, 68, 56, 0, 44]
install:[228, 1032, 0, 0, 48, 100, 772, 392, 1764, 200]
strongly:[152, 160, 68, 236, 392, 120, 0, 136, 72, 104]
indication:[24, 24, 12, 48, 80, 24, 0, 12, 24, 40]
bulk:[28, 56, 460, 40, 0, 80, 104, 80, 44, 48]
gum:[12, 16, 768, 52, 24, 64, 8, 0, 0, 24]
larger:[184, 872, 396, 0, 204, 896, 760, 240, 476, 456]
engaged:[20, 20, 0, 20, 88, 12, 0, 0, 28, 12]
ceramic:[0, 0, 80, 0, 0, 20, 12, 64, 12, 0]
gun:[568, 0, 44, 284, 40, 24, 44, 12, 208, 0]
queer:[8, 0, 0, 0, 108, 0, 0, 0, 0, 0]
wait:[864, 364, 456, 516, 428, 468, 0, 396, 312, 424]
folds:[0, 564, 0, 200, 0, 140, 20, 0, 52, 56]
queen:[84, 16, 12, 300, 208, 8, 16, 8, 0, 16]
booklet:[116, 12, 4, 268, 368, 0, 12, 20, 0, 76]
chords:[8, 8, 0, 328, 332, 0, 0, 0, 0, 12]
guy:[752, 276, 172, 904, 564, 244, 212, 164, 232, 0]
functionality:[44, 44, 0, 0, 12, 8, 40, 16, 28, 252]
instant:[188, 52, 168, 184, 120, 48, 36, 120, 56, 0]
kinda:[392, 100, 0, 408, 112, 100, 100, 160, 96, 80]
wrenching:[4, 0, 0, 64, 208, 0, 4, 0, 0, 0]
smelling:[8, 308, 44, 0, 8, 120, 32, 392, 32, 0]
costly:[28, 144, 40, 0, 20, 60, 44, 28, 40, 44]
monday:[24, 24, 48, 16, 16, 20, 24, 0, 36, 88]
violence:[324, 0, 0, 216, 156, 0, 8, 0, 0, 0]
linear:[152, 12, 0, 20, 48, 0, 20, 0, 0, 56]
particularly:[212, 120, 168, 644, 1044, 144, 156, 148, 0, 120]
gonna:[368, 72, 92, 592, 196, 64, 84, 76, 68, 0]
worrying:[40, 72, 8, 8, 16, 44, 36, 0, 36, 12]
bought:[742, 1062, 929, 0, 656, 953, 1213, 1027, 1554, 1463]
chores:[20, 68, 0, 20, 0, 16, 64, 8, 0, 36]
shopped:[0, 32, 20, 0, 0, 44, 32, 8, 56, 8]
pacific:[44, 0, 24, 12, 40, 4, 0, 8, 16, 8]
granddaughter:[32, 524, 24, 0, 76, 4, 24, 44, 72, 100]
lingering:[0, 24, 40, 12, 24, 12, 0, 32, 0, 0]
driveway:[0, 20, 12, 8, 8, 12, 536, 0, 136, 4]
attributes:[68, 8, 20, 8, 16, 4, 8, 16, 0, 0]
tonight:[12, 28, 56, 404, 88, 20, 16, 24, 24, 0]
predecessors:[48, 0, 0, 36, 48, 8, 0, 0, 0, 4]
almost:[1078, 1360, 1064, 1314, 1050, 920, 0, 984, 776, 738]
violins:[4, 0, 0, 64, 196, 0, 4, 0, 0, 0]
environments:[328, 0, 8, 8, 16, 0, 4, 8, 16, 0]
equally:[140, 44, 48, 368, 504, 52, 60, 60, 0, 72]
tempo:[8, 0, 8, 656, 756, 0, 12, 16, 0, 0]
manner:[116, 0, 128, 164, 352, 96, 140, 60, 84, 128]
cetaphil:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
suits:[40, 0, 12, 48, 124, 32, 12, 24, 16, 28]
wake:[64, 128, 72, 168, 156, 200, 36, 172, 56, 0]
detract:[60, 0, 4, 36, 40, 0, 8, 0, 8, 20]
pin:[40, 76, 0, 24, 48, 44, 136, 32, 420, 64]
stock:[96, 88, 416, 0, 80, 112, 148, 200, 192, 432]
terror:[60, 8, 0, 28, 40, 4, 0, 8, 0, 4]
void:[12, 0, 24, 56, 32, 4, 8, 0, 20, 0]
everyone:[1416, 872, 844, 1476, 1572, 392, 332, 624, 0, 564]
swap:[44, 8, 4, 8, 8, 24, 56, 0, 36, 8]
guaranteed:[80, 0, 36, 64, 56, 28, 48, 20, 24, 20]
tick:[12, 0, 12, 12, 8, 428, 0, 0, 0, 4]
basis:[0, 164, 92, 80, 188, 228, 76, 304, 80, 128]
girlfriend:[144, 32, 56, 168, 92, 28, 0, 156, 28, 48]
gamecube:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
snow:[184, 16, 72, 92, 108, 64, 120, 28, 268, 0]
gym:[88, 28, 36, 8, 36, 0, 16, 64, 16, 8]
arms:[72, 220, 8, 76, 124, 124, 340, 348, 44, 0]
virginia:[0, 0, 28, 20, 64, 0, 28, 0, 20, 8]
evil:[2012, 0, 8, 88, 136, 12, 8, 12, 0, 16]
basic:[512, 212, 0, 248, 380, 148, 224, 120, 172, 752]
twist:[228, 140, 84, 148, 608, 52, 232, 0, 136, 24]
rising:[12, 0, 20, 80, 72, 8, 16, 16, 12, 0]
locate:[48, 0, 32, 36, 52, 48, 72, 48, 64, 56]
fruit:[48, 12, 712, 176, 12, 0, 144, 56, 0, 12]
bush:[4, 0, 40, 76, 48, 4, 100, 0, 0, 4]
unclear:[24, 4, 40, 8, 24, 8, 20, 0, 0, 16]
cause:[568, 380, 268, 424, 288, 476, 272, 588, 292, 0]
combat:[704, 8, 12, 4, 8, 12, 16, 72, 0, 4]
units:[200, 32, 88, 32, 0, 176, 236, 52, 296, 152]
kittens:[8, 0, 0, 4, 4, 236, 0, 4, 0, 8]
plywood:[4, 24, 0, 0, 0, 12, 12, 0, 80, 0]
gza:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
sorely:[44, 0, 8, 40, 32, 12, 8, 0, 8, 20]
ties:[36, 76, 0, 32, 40, 4, 60, 0, 32, 16]
intended:[148, 176, 104, 188, 320, 176, 236, 0, 332, 100]
design:[644, 880, 92, 0, 132, 644, 1004, 168, 600, 860]
extra:[848, 1256, 756, 0, 440, 1052, 784, 628, 744, 692]
working:[756, 720, 0, 388, 564, 1532, 1060, 752, 1176, 1180]
land:[504, 40, 16, 224, 152, 48, 156, 0, 48, 40]
department:[136, 56, 96, 48, 64, 36, 0, 288, 56, 56]
lane:[64, 0, 8, 92, 96, 0, 8, 0, 16, 4]
spools:[0, 0, 0, 0, 0, 0, 688, 0, 0, 0]
xmas:[36, 28, 80, 0, 20, 28, 8, 24, 20, 16]
burn:[88, 44, 464, 104, 104, 88, 116, 436, 76, 0]
buttons:[848, 784, 0, 20, 8, 36, 12, 76, 44, 1096]
schubert:[0, 0, 0, 12, 372, 0, 0, 0, 0, 0]
wring:[0, 0, 0, 8, 0, 0, 0, 0, 216, 0]
chief:[28, 0, 0, 60, 64, 8, 4, 0, 8, 0]
automatic:[56, 32, 68, 48, 32, 796, 228, 56, 172, 0]
foremost:[52, 12, 0, 68, 112, 4, 4, 0, 8, 8]
satisfying:[148, 0, 216, 204, 324, 16, 68, 12, 16, 32]
italian:[32, 0, 300, 16, 380, 12, 4, 20, 0, 36]
merchandise:[28, 12, 28, 0, 4, 12, 16, 16, 16, 28]
fantastic:[860, 304, 524, 1232, 944, 228, 316, 360, 0, 340]
interested:[384, 448, 76, 428, 788, 316, 84, 0, 96, 84]
machines:[92, 16, 76, 80, 48, 96, 56, 0, 24, 220]
wall:[272, 904, 0, 280, 172, 144, 200, 444, 572, 1284]
stinks:[80, 340, 20, 28, 0, 88, 12, 88, 32, 16]
lame:[276, 20, 0, 108, 88, 24, 8, 12, 32, 16]
moderately:[40, 32, 16, 8, 16, 28, 36, 24, 20, 0]
nipple:[0, 604, 0, 4, 0, 0, 0, 0, 20, 4]
joints:[0, 40, 0, 84, 12, 332, 28, 12, 20, 0]
walmart:[24, 56, 80, 0, 16, 140, 136, 164, 188, 76]
lesser:[52, 0, 32, 148, 328, 32, 32, 24, 28, 64]
recycle:[4, 20, 0, 12, 0, 8, 36, 8, 20, 28]
snug:[48, 116, 0, 0, 0, 24, 36, 0, 80, 0]
arrangements:[4, 28, 0, 1048, 568, 0, 12, 8, 0, 12]
meeting:[52, 0, 28, 92, 212, 12, 24, 20, 16, 64]
events:[248, 40, 32, 32, 196, 12, 0, 16, 20, 308]
dispensers:[0, 8, 8, 0, 0, 8, 0, 268, 0, 0]
displayed:[32, 28, 0, 112, 72, 20, 20, 20, 28, 120]
bible:[20, 24, 0, 52, 68, 0, 16, 0, 0, 164]
chaos:[80, 12, 4, 48, 20, 0, 0, 0, 0, 4]
tuning:[16, 0, 4, 48, 128, 0, 4, 0, 0, 0]
began:[212, 372, 164, 340, 396, 284, 176, 252, 0, 120]
warehouse:[20, 12, 56, 12, 16, 16, 0, 16, 16, 24]
processor:[72, 0, 12, 0, 8, 0, 0, 0, 8, 76]
kong:[524, 0, 4, 40, 48, 456, 4, 0, 0, 0]
volt:[12, 0, 0, 12, 12, 136, 124, 0, 356, 24]
wand:[24, 0, 4, 0, 40, 160, 228, 28, 32, 0]
comparisons:[20, 4, 0, 104, 84, 4, 8, 4, 0, 8]
reality:[156, 36, 36, 196, 244, 44, 28, 28, 0, 20]
difference:[512, 388, 460, 340, 472, 648, 440, 1188, 408, 0]
styles:[128, 24, 16, 544, 528, 32, 20, 40, 0, 56]
bathe:[4, 284, 4, 0, 0, 40, 8, 16, 0, 0]
seasoning:[0, 0, 1116, 0, 4, 0, 8, 0, 0, 0]
pod:[64, 0, 20, 0, 8, 0, 0, 0, 8, 0]
neatly:[8, 60, 4, 24, 12, 24, 40, 0, 36, 36]
panels:[4, 240, 0, 0, 0, 20, 16, 0, 52, 4]
aluminum:[20, 0, 32, 0, 8, 28, 188, 12, 244, 4]
giving:[588, 492, 400, 532, 572, 868, 196, 396, 236, 0]
colors:[356, 1400, 868, 96, 240, 112, 0, 212, 180, 1192]
pens:[4, 88, 0, 0, 4, 0, 4, 0, 0, 188]
accident:[44, 224, 52, 68, 68, 56, 36, 40, 80, 0]
pop:[268, 384, 184, 3452, 1164, 292, 248, 176, 224, 0]
found:[626, 1002, 1406, 0, 683, 1025, 1073, 1708, 966, 969]
mornings:[0, 24, 68, 24, 28, 32, 0, 36, 20, 0]
pot:[12, 28, 820, 60, 20, 4, 68, 20, 68, 0]
defense:[84, 8, 0, 24, 8, 8, 16, 20, 8, 8]
gives:[840, 468, 476, 864, 1164, 396, 400, 500, 0, 476]
funny:[684, 128, 116, 584, 408, 340, 100, 0, 56, 184]
pointless:[92, 24, 8, 104, 52, 16, 0, 8, 20, 8]
diagram:[4, 0, 0, 0, 0, 12, 12, 8, 96, 4]
charm:[176, 104, 0, 140, 252, 188, 292, 100, 180, 92]
tragedy:[28, 12, 0, 72, 404, 0, 8, 0, 0, 4]
extensively:[24, 12, 12, 24, 36, 8, 24, 0, 0, 12]
feelings:[88, 40, 8, 316, 672, 0, 16, 24, 0, 0]
chart:[12, 28, 8, 144, 64, 12, 24, 0, 36, 796]
fridge:[0, 148, 288, 12, 0, 48, 0, 16, 52, 144]
exploding:[44, 0, 0, 48, 20, 0, 8, 4, 0, 4]
friendship:[24, 0, 0, 24, 120, 0, 8, 0, 0, 4]
attend:[0, 12, 8, 16, 80, 8, 0, 0, 0, 12]
smith:[0, 0, 12, 224, 196, 12, 136, 0, 16, 0]
goods:[36, 0, 76, 76, 20, 12, 24, 8, 20, 12]
needing:[40, 88, 48, 0, 44, 72, 128, 84, 140, 84]
juan:[0, 0, 0, 24, 48, 0, 12, 8, 0, 0]
nicer:[20, 136, 44, 0, 28, 96, 64, 68, 72, 76]
tilt:[16, 24, 8, 8, 24, 12, 40, 0, 24, 0]
secure:[28, 800, 36, 0, 48, 164, 240, 64, 584, 60]
align:[0, 20, 0, 0, 8, 12, 36, 0, 32, 20]
anymore:[480, 472, 312, 388, 0, 496, 272, 544, 248, 240]
breakouts:[0, 0, 0, 0, 0, 0, 0, 732, 0, 0]
teething:[0, 456, 28, 0, 0, 176, 0, 0, 0, 4]
guides:[64, 16, 0, 8, 32, 28, 32, 0, 28, 64]
wasn:[1040, 1124, 740, 1452, 1016, 764, 564, 740, 592, 0]
disappointed:[692, 832, 1048, 720, 924, 612, 776, 744, 0, 884]
late:[500, 136, 180, 1676, 1520, 168, 224, 196, 0, 212]
school:[760, 100, 172, 1184, 968, 48, 108, 164, 0, 2684]
continue:[440, 264, 256, 280, 436, 516, 268, 664, 0, 240]
taurus:[0, 0, 0, 88, 0, 0, 0, 0, 12, 0]
things:[1562, 1596, 804, 964, 788, 944, 732, 0, 820, 1244]
basically:[936, 268, 264, 492, 336, 244, 224, 0, 188, 180]
immense:[84, 0, 12, 20, 100, 4, 16, 0, 0, 0]
passages:[16, 0, 4, 92, 452, 0, 8, 0, 0, 20]
champ:[8, 4004, 12, 0, 0, 12, 96, 0, 108, 28]
realize:[356, 276, 144, 440, 480, 204, 172, 148, 0, 176]
brush:[0, 60, 56, 16, 24, 324, 708, 300, 204, 16]
offers:[400, 124, 132, 264, 380, 0, 60, 80, 68, 156]
hay:[12, 4, 12, 16, 52, 4, 20, 8, 0, 0]
definite:[108, 76, 64, 172, 100, 32, 36, 64, 0, 48]
trapped:[112, 84, 8, 44, 48, 20, 40, 8, 40, 0]
dermatologist:[0, 0, 0, 0, 0, 0, 0, 1332, 0, 0]
adapt:[20, 16, 12, 24, 20, 20, 16, 12, 0, 16]
headlights:[8, 0, 0, 0, 0, 0, 0, 0, 104, 0]
batch:[12, 0, 284, 40, 16, 100, 16, 32, 24, 28]
wash:[20, 1228, 96, 32, 40, 288, 216, 2044, 772, 0]
hayes:[0, 0, 0, 380, 0, 0, 0, 0, 0, 0]
weight:[84, 560, 220, 0, 208, 768, 1124, 192, 572, 336]
uncomfortable:[32, 272, 28, 56, 108, 64, 44, 108, 48, 0]
rusted:[4, 0, 4, 0, 0, 4, 112, 0, 156, 0]
disappears:[12, 24, 0, 8, 44, 8, 20, 80, 16, 4]
odors:[0, 924, 8, 0, 0, 160, 0, 36, 108, 0]
warm:[0, 564, 412, 384, 640, 204, 168, 252, 260, 64]
guilty:[36, 28, 40, 84, 40, 24, 16, 16, 0, 0]
playing:[3948, 1334, 0, 1502, 2218, 670, 54, 56, 64, 108]
receipt:[12, 72, 20, 0, 0, 68, 84, 40, 32, 36]
wars:[448, 0, 20, 36, 56, 0, 20, 0, 0, 4]
updated:[160, 16, 0, 72, 88, 16, 32, 16, 40, 128]
asking:[132, 84, 108, 68, 120, 60, 0, 72, 64, 116]
impossible:[636, 504, 200, 268, 388, 204, 284, 0, 156, 196]
hooked:[608, 40, 252, 408, 228, 0, 180, 164, 304, 60]
effort:[272, 248, 92, 864, 440, 332, 588, 116, 272, 0]
thicker:[16, 172, 88, 0, 12, 80, 192, 336, 96, 108]
video:[2872, 116, 0, 564, 832, 72, 120, 44, 100, 52]
complaining:[116, 96, 40, 48, 0, 56, 80, 56, 40, 40]
dried:[0, 112, 352, 12, 8, 120, 60, 400, 176, 88]
psp:[188, 0, 0, 0, 0, 0, 0, 0, 0, 0]
haydn:[0, 0, 0, 0, 472, 0, 0, 0, 0, 0]
anything:[829, 1240, 1185, 1058, 865, 1077, 769, 1232, 1004, 0]
yesterday:[0, 96, 52, 132, 120, 92, 124, 60, 96, 100]
weapon:[548, 0, 8, 16, 8, 16, 4, 8, 8, 0]
freak:[104, 12, 32, 112, 28, 52, 8, 12, 24, 0]
bedding:[0, 144, 4, 0, 8, 100, 8, 4, 0, 0]
yea:[36, 12, 16, 52, 20, 24, 28, 12, 0, 4]
cocktail:[4, 8, 72, 28, 40, 4, 4, 4, 0, 0]
ends:[244, 296, 0, 352, 448, 248, 428, 168, 264, 88]
steady:[32, 56, 0, 196, 108, 0, 80, 28, 44, 16]
early:[604, 304, 192, 2556, 2516, 232, 300, 352, 0, 268]
disease:[8, 8, 40, 0, 20, 80, 8, 28, 0, 8]
scents:[0, 12, 0, 0, 0, 8, 0, 336, 16, 0]
windows:[696, 44, 0, 76, 88, 40, 68, 40, 444, 144]
engineer:[28, 32, 0, 112, 88, 32, 60, 0, 64, 124]
disposable:[8, 352, 20, 0, 0, 152, 44, 24, 24, 16]
generic:[108, 52, 48, 64, 92, 68, 64, 120, 0, 152]
laminated:[0, 0, 0, 0, 4, 4, 0, 0, 0, 756]
colour:[36, 0, 44, 96, 60, 8, 0, 16, 0, 36]
